89|61|aposta|50.0|1750783445198|Aposta arbitragem #15 - Casa 1|1||
90|9|aposta|56.67|1750783445198|Aposta arbitragem #15 - Casa 2|1||
91|60|deposito|50.0|1750783527103||1||
92|60|aposta|50.0|1750783693122|Aposta arbitragem #16 - Casa 1|1||
93|9|aposta|56.67|1750783693122|Aposta arbitragem #16 - Casa 2|1||
94|62|deposito|31.0|1750783704779||1||
95|9|aposta|53.07|1750783867818|Aposta arbitragem #17 - Casa 2|1||
96|62|aposta|50.0|1750783867818|Aposta arbitragem #17 - Casa 1|1||
97|6|premio|125.9632|1750800566794|Prêmio arbitragem #11 (casa2)|1||
98|9|premio|105.00951|1750800579148|Prêmio arbitragem #14 (casa2)|1||
99|9|premio|105.00951|1750800586181|Prêmio arbitragem #15 (casa2)|1||
100|9|premio|105.00951|1750800593212|Prêmio arbitragem #16 (casa2)|1||
101|9|premio|99.98388|1750800605681|Prêmio arbitragem #17 (casa2)|1||
102|5|ganho|18.8|1750801806990|Registro de ganho #5|1||
103|76|deposito|100.0|1750803133734||1||
104|6|deposito|120.0|1750803295029||1||
105|76|aposta|100.0|1750803547062|Aposta arbitragem #18 - Casa 1|1||
106|6|aposta|642.13|1750803547062|Aposta arbitragem #18 - Casa 2|1||
107|60|premio|9.85|1750811721727|Prêmio de rodada grátis #18|1||
108|49|saque|4.0|1750815998227||1||
110|30|aposta|10.0|1750817314100|Aposta arbitragem #19 - Casa 1|1||
111|77|deposito|30.0|1750817497475||1||
112|52|deposito|189.48|1750817872532||1||
113|5|premio|250.0|1750821066692|Prêmio arbitragem #10 (casa1)|1||
114|34|premio|38.0|1750821075042|Prêmio arbitragem #13 (casa1)|1||
116|37|premio|175.00293|1750821235182|Prêmio arbitragem #12 (casa2)|1||
117|76|premio|725.0|1750821293957|Prêmio arbitragem #18 (casa1)|1||
118|36|premio|4.85|1750821462603|Prêmio de rodada grátis #19|1||
119|76|perda|10.7|1750822322064|Registro de perda #1|1||
120|3|premio|5.16|1750822838306|Prêmio de rodada grátis #20|1||
121|3|saque|5.16|1750822846168||1||
122|5|aposta|70.0|1750857594721|Aposta arbitragem #20 - Casa 1|1||
123|37|aposta|66.54|1750857594721|Aposta arbitragem #20 - Casa 2|1||
124|9|aposta|15.21|1750857594721|Aposta arbitragem #20 - Casa 3|1||
125|5|aposta|50.0|1750868353336|Aposta arbitragem #21 - Casa 1|1||
126|9|aposta|160.0|1750868353336|Aposta arbitragem #21 - Casa 2|1||
127|36|premio|13.55|1750872746900|Prêmio de rodada grátis #21|1||
128|28|aposta|10.81|1750873480530|Aposta arbitragem #22 - Casa 2|1||
129|34|aposta|25.0|1750873480530|Aposta arbitragem #22 - Casa 1|1||
130|44|deposito|50.0|1750874856048||1||
131|9|deposito|400.0|1750876907668||1||
132|76|aposta|100.0|1750877877452|Aposta arbitragem #23 - Casa 1|1||
133|9|aposta|565.6|1750877877452|Aposta arbitragem #23 - Casa 2|1||
134|29|aposta|50.0|1750878026368|Aposta arbitragem #24 - Casa 1|1||
135|9|aposta|100.0|1750878026368|Aposta arbitragem #24 - Casa 2|1||
136|9|premio|193.92|1750885934079|Prêmio arbitragem #21 (casa2)|1||
137|34|premio|40.0|1750885941119|Prêmio arbitragem #22 (casa1)|1||
138|9|premio|649.8744|1750885945904|Prêmio arbitragem #23 (casa2)|1||
139|9|premio|128.9|1750885950290|Prêmio arbitragem #24 (casa2)|1||
140|29|premio|3.0|1750886448241|Prêmio de rodada grátis #22|1||
141|9|deposito|30.0|1750893093724||1||
142|9|aposta|866.17|1750894313867|Aposta arbitragem #25 - Casa 2|1||
145|34|aposta|154.68|1750895590610|Aposta arbitragem #26 - Casa 2|1||
146|30|premio|30.0|1750905154097|Prêmio arbitragem #19 (casa1)|1||
147|5|premio|175.0|1750905161130|Prêmio arbitragem #20 (casa1)|1||
148|9|premio|975.30742|1750907040236|Prêmio arbitragem #25 (casa2)|1||
149|34|premio|187.47216|1750907044268|Prêmio arbitragem #26 (casa2)|1||
151|9|saque|800.0|1750907369405||1||
153|2|deposito|50.0|1750909097541||1||
157|2|premio|53.0|1750910225968|Prêmio de rodada grátis #24|1||
158|5|perda|13.8|1750911035738|Registro de perda #5|1||
159|60|premio|13.49|1750952891501|Prêmio de rodada grátis #25|1||
160|2|saque|103.0|1750953901846||1||
161|9|deposito|400.0|1750955637497||1||
162|9|aposta|645.91|1750956026744|Aposta arbitragem #27 - Casa 2|1||
163|76|aposta|100.0|1750956026744|Aposta arbitragem #27 - Casa 1|1||
164|78|deposito|20.0|1750956933807||1||
165|78|aposta|18.75|1750957135501|Aposta arbitragem #28 - Casa 1|1||
166|11|aposta|10.0|1750957135501|Aposta arbitragem #28 - Casa 2|1||
167|6|aposta|3.04|1750964645801|Aposta arbitragem #29 - Casa 2|1||
168|34|aposta|25.0|1750964645801|Aposta arbitragem #29 - Casa 1|1||
169|9|premio|724.71102|1750966547594|Prêmio arbitragem #27 (casa2)|1||
170|45|premio|8.06|1750974518205|Prêmio de rodada grátis #26|1||
171|45|saque|8.06|1750974538118||1||
172|13|premio|17.58|1750995921036|Prêmio de rodada grátis #27|1||
173|34|premio|35.0|1750997365453|Prêmio arbitragem #29 (casa1)|1||
174|78|premio|33.75|1750997412967|Prêmio arbitragem #28 (casa1)|1||
175|13|perda|18.07|1751002900243|Registro de perda #6|1||
176|36|perda|31.0|1751002907907|Registro de perda #7|1||
177|9|aposta|310.0|1751003681976|Aposta arbitragem #30 - Casa 2|1||
178|5|aposta|50.0|1751003681976|Aposta arbitragem #30 - Casa 1|1||
179|79|deposito|100.0|1751003697609||1||
180|9|aposta|310.0|1751003999698|Aposta arbitragem #31 - Casa 2|1||
181|79|aposta|50.0|1751003999698|Aposta arbitragem #31 - Casa 1|1||
182|34|aposta|36.18|1751058000779|Aposta arbitragem #32 - Casa 2|1||
183|78|aposta|5.0|1751058000779|Aposta arbitragem #32 - Casa 1|1||
184|2|premio|7.94|1751058026364|Prêmio de rodada grátis #28|1||
185|36|premio|13.54|1751058031991|Prêmio de rodada grátis #29|1||
186|33|premio|11.21|1751058044042|Prêmio de rodada grátis #30|1||
187|2|saque|7.94|1751058053077||1||
188|33|saque|11.21|1751058065620||1||
190|36|premio|3.67|1751058396466|Prêmio de rodada grátis #31|1||
191|16|deposito|50.0|1751061168340||1||
192|31|deposito|200.0|1751061207650||1||
193|31|aposta|54.98|1751061406277|Aposta arbitragem #33 - Casa 2|1||
194|16|aposta|50.0|1751061406277|Aposta arbitragem #33 - Casa 1|1||
195|61|deposito|50.0|1751061613848||1||
196|61|aposta|50.0|1751061783540|Aposta arbitragem #34 - Casa 1|1||
197|31|aposta|54.98|1751061783540|Aposta arbitragem #34 - Casa 2|1||
198|9|aposta|51.63|1751062258012|Aposta arbitragem #35 - Casa 2|1||
201|9|aposta|51.63|1751062523375|Aposta arbitragem #36 - Casa 2|1||
202|60|deposito|30.0|1751062666015||1||
203|60|aposta|50.0|1751062813956|Aposta arbitragem #37 - Casa 1|1||
204|31|aposta|54.98|1751062813956|Aposta arbitragem #37 - Casa 2|1||
205|62|deposito|50.0|1751062934942||1||
206|9|aposta|51.63|1751063029225|Aposta arbitragem #38 - Casa 2|1||
208|9|deposito|40.0|1751063117703||1||
209|9|aposta|51.63|1751063421394|Aposta arbitragem #39 - Casa 2|1||
210|62|aposta|50.0|1751063509711|Aposta arbitragem #40 - Casa 1|1||
211|31|aposta|54.98|1751063509711|Aposta arbitragem #40 - Casa 2|1||
212|31|premio|5.26|1751064220497|Prêmio de rodada grátis #32|1||
213|31|saque|15.34|1751064298406||1||
214|9|deposito|1000.0|1751070501792||1||
215|9|aposta|225.97|1751071314325|Aposta arbitragem #41 - Casa 2|1||
216|9|aposta|222.22|1751071394468|Aposta arbitragem #42 - Casa 2|1||
217|5|saque|10.0|1751071867197||1||
218|9|premio|350.02753|1751073961929|Prêmio arbitragem #41 (casa2)|1||
219|9|premio|346.21876|1751073970940|Prêmio arbitragem #42 (casa2)|1||
220|2|premio|5.07|1751074894262|Prêmio de rodada grátis #33|1||
221|9|aposta|290.11|1751078304531|Aposta arbitragem #43 - Casa 2|1||
222|16|premio|44.68|1751082606166|Prêmio de rodada grátis #34|1||
223|83|premio|420.0|1751083623986|Prêmio arbitragem #43 (casa1)|1||
225|5|ganho|19.5|1751084207551|Registro de ganho #6|1||
226|60|premio|32.96|1751084940595|Prêmio de rodada grátis #35|1||
227|61|premio|25.83|1751085916742|Prêmio de rodada grátis #36|1||
228|62|premio|18.6|1751088865263|Prêmio de rodada grátis #37|1||
229|9|saque|900.0|1751096992912||1||
230|83|saque|420.0|1751098089946||1||
231|40|premio|32.0|1751098460414|Prêmio de rodada grátis #38|1||
232|40|premio|21.1|1751099193618|Prêmio de rodada grátis #39|1||
233|40|saque|53.1|1751099209889||1||
234|9|premio|344.41|1751134033840|Prêmio arbitragem #30 (casa2)|1||
235|9|premio|344.41|1751134039303|Prêmio arbitragem #31 (casa2)|1||
236|16|premio|105.0|1751134692427|Prêmio arbitragem #33 (casa1)|1||
237|61|premio|105.0|1751134696754|Prêmio arbitragem #34 (casa1)|1||
238|60|premio|105.0|1751134709261|Prêmio arbitragem #37 (casa1)|1||
239|62|premio|105.0|1751134729347|Prêmio arbitragem #40 (casa1)|1||
240|2|premio|6.24|1751135340463|Prêmio de rodada grátis #40|1||
241|33|premio|7.9|1751136113732|Prêmio de rodada grátis #41|1||
242|2|saque|11.31|1751136306190||1||
243|33|saque|7.9|1751136331552||1||
244|5|ganho|14.0|1751136352610|Registro de ganho #7|1||
245|13|premio|10.0|1751137167113|Prêmio de rodada grátis #42|1||
247|13|saque|17.17|1751137209264||1||
248|13|deposito|0.01|1751137227420||1||
249|9|premio|99.1296|1751158239173|Prêmio arbitragem #35 (casa2)|1||
250|9|premio|99.1296|1751158242161|Prêmio arbitragem #36 (casa2)|1||
251|9|premio|99.1296|1751158245278|Prêmio arbitragem #38 (casa2)|1||
252|9|premio|99.1296|1751158251310|Prêmio arbitragem #39 (casa2)|1||
253|9|perda|7.0|1751158316284|Registro de perda #8|1||
254|9|saque|1000.0|1751170246794||1||
255|12|premio|10.15|1751170785941|Prêmio de rodada grátis #43|1||
256|12|saque|14.0|1751170809062||1||
257|13|premio|5.12|1751171566792|Prêmio de rodada grátis #44|1||
258|70|aposta|10.0|1751210474947|Aposta arbitragem #44 - Casa 1|1||
259|34|aposta|48.71|1751210474947|Aposta arbitragem #44 - Casa 2|1||
260|15|aposta|3.0|1751210593664|Aposta arbitragem #45 - Casa 1|1||
261|9|deposito|500.0|1751212559358||1||
262|5|aposta|50.0|1751212839052|Aposta arbitragem #46 - Casa 1|1||
263|44|aposta|0.5|1751212839052|Aposta arbitragem #46 - Casa 3|1||
264|9|aposta|143.91|1751212839052|Aposta arbitragem #46 - Casa 4|1||
265|44|aposta|0.5|1751212839052|Aposta arbitragem #46 - Casa 2|1||
266|34|aposta|113.02|1751213562261|Aposta arbitragem #47 - Casa 2|1||
267|34|deposito|100.0|1751213851122||1||
268|34|aposta|109.98|1751214118474|Aposta arbitragem #48 - Casa 2|1||
269|34|deposito|100.0|1751214809046||1||
270|34|aposta|113.22|1751215139056|Aposta arbitragem #49 - Casa 2|1||
271|36|premio|6.08|1751230977325|Prêmio de rodada grátis #45|1||
272|15|premio|6.0|1751231277649|Prêmio arbitragem #45 (casa1)|1||
273|29|ganho|26.0|1751231525799|Registro de ganho #8|1||
274|60|saque|141.0|1751231597404||1||
275|2|premio|11.33|1751241614126|Prêmio de rodada grátis #46|1||
276|2|saque|11.33|1751241622915||1||
277|34|premio|50.00076|1751241632458|Prêmio arbitragem #32 (casa2)|1||
278|34|premio|64.97914|1751241636857|Prêmio arbitragem #44 (casa2)|1||
279|9|premio|189.67338|1751241645791|Prêmio arbitragem #46 (casa4)|1||
280|34|premio|148.96036|1751241652157|Prêmio arbitragem #47 (casa2)|1||
281|34|premio|144.95364|1751241656417|Prêmio arbitragem #48 (casa2)|1||
282|34|premio|149.22396|1751241660788|Prêmio arbitragem #49 (casa2)|1||
283|5|aposta|50.0|1751244459900|Aposta arbitragem #50 - Casa 1|1||
284|34|aposta|500.0|1751244459900|Aposta arbitragem #50 - Casa 2|1||
285|5|perda|6.0|1751244472697|Registro de perda #9|1||
286|9|aposta|500.0|1751244654492|Aposta arbitragem #51 - Casa 2|1||
287|79|aposta|50.0|1751244654492|Aposta arbitragem #51 - Casa 1|1||
288|18|deposito|28.0|1751244873423||1||
289|84|ganho|10.0|1751300191830|Registro de ganho #9|1||
290|79|premio|14.45|1751300718667|Prêmio de rodada grátis #47|1||
291|5|aposta|18.85|1751303128331|Aposta arbitragem #52 - Casa 2|1||
292|44|aposta|39.21|1751303128331|Aposta arbitragem #52 - Casa 3|1||
295|5|ganho|14.38|1751313740908|Registro de ganho #10|1||
296|79|ganho|25.28|1751313748949|Registro de ganho #11|1||
297|18|deposito|12.0|1751313766478||1||
298|18|ganho|28.0|1751313816710|Registro de ganho #12|1||
299|36|premio|5.0|1751314023469|Prêmio de rodada grátis #48|1||
300|5|perda|1.0|1751314167078|Registro de perda #10|1||
301|34|premio|534.0|1751317449638|Prêmio arbitragem #50 (casa2)|1||
302|9|premio|534.0|1751317454020|Prêmio arbitragem #51 (casa2)|1||
303|78|premio|69.0|1751317457875|Prêmio arbitragem #52 (casa1)|1||
304|9|aposta|378.5|1751328371130|Aposta arbitragem #53 - Casa 2|1||
305|9|aposta|251.3|1751328693677|Aposta arbitragem #54 - Casa 2|1||
306|36|perda|95.0|1751331170399|Registro de perda #11|1||
307|5|premio|435.0|1751341836252|Prêmio arbitragem #53 (casa1)|1||
308|79|premio|290.0|1751341841046|Prêmio arbitragem #54 (casa1)|1||
309|5|perda|72.61|1751341859674|Registro de perda #12|1||
310|85|deposito|36.0|1751387295150||1||
311|85|aposta|17.24|1751387535949|Aposta arbitragem #55 - Casa 2|1||
312|17|aposta|5.0|1751387535949|Aposta arbitragem #55 - Casa 1|1||
313|18|aposta|5.0|1751387564795|Aposta arbitragem #56 - Casa 1|1||
314|85|aposta|17.24|1751387564795|Aposta arbitragem #56 - Casa 2|1||
315|59|aposta|0.01|1751387699596|Aposta arbitragem #57 - Casa 2|1||
316|35|aposta|5.0|1751387699596|Aposta arbitragem #57 - Casa 1|1||
317|9|deposito|20.0|1751387753321||1||
318|16|saque|150.0|1751387928669||1||
319|19|saque|107.2|1751388302718||1||
320|9|aposta|100.0|1751388846269|Aposta arbitragem #58 - Casa 1|1||
321|34|aposta|106.0|1751388846269|Aposta arbitragem #58 - Casa 2|1||
322|5|aposta|25.0|1751389182977|Aposta arbitragem #59 - Casa 1|1||
323|83|deposito|50.0|1751390519192||1||
324|83|aposta|50.0|1751390939903|Aposta arbitragem #60 - Casa 1|1||
325|34|aposta|119.07|1751390939903|Aposta arbitragem #60 - Casa 2|1||
326|34|aposta|117.06|1751402892978|Aposta arbitragem #61 - Casa 2|1||
327|34|premio|161.10171|1751402899241|Prêmio arbitragem #60 (casa2)|1||
328|9|premio|212.0|1751402903871|Prêmio arbitragem #58 (casa1)|1||
329|85|premio|24.998|1751403555049|Prêmio arbitragem #55 (casa2)|1||
330|85|premio|24.998|1751403558923|Prêmio arbitragem #56 (casa2)|1||
331|35|premio|25.0|1751403572778|Prêmio arbitragem #57 (casa1)|1||
332|5|premio|75.0|1751403585008|Prêmio arbitragem #59 (casa1)|1||
333|83|premio|145.0|1751424086679|Prêmio arbitragem #61 (casa1)|1||
334|5|perda|35.0|1751424904513|Registro de perda #13|1||
335|23|deposito|20.0|1751424930946||1||
336|23|ganho|2.6|1751424940805|Registro de ganho #13|1||
337|23|premio|2.83|1751425893730|Prêmio de rodada grátis #49|1||
338|37|deposito|900.0|1751428597990||1||
339|5|aposta|477.28|1751428948064|Aposta arbitragem #62 - Casa 1|1||
340|37|aposta|522.84|1751428948064|Aposta arbitragem #62 - Casa 2|1||
341|79|aposta|329.74|1751429746363|Aposta arbitragem #63 - Casa 2|1||
342|37|aposta|323.28|1751429746363|Aposta arbitragem #63 - Casa 1|1||
343|37|premio|1002.28428|1751459209409|Prêmio arbitragem #62 (casa2)|1||
344|37|saque|500.0|1751473369045||1||
345|37|premio|659.4912|1751477009273|Prêmio arbitragem #63 (casa1)|1||
346|37|saque|1193.0|1751477530825||1||
347|16|premio|4.97|1751478270213|Prêmio de rodada grátis #50|1||
348|61|premio|14.03|1751478945229|Prêmio de rodada grátis #51|1||
349|40|ganho|22.23|1751481972765|Registro de ganho #14|1||
350|62|premio|5.95|1751483293610|Prêmio de rodada grátis #52|1||
351|2|premio|6.42|1751495865394|Prêmio de rodada grátis #53|1||
352|2|saque|6.42|1751495873909||1||
353|37|deposito|1000.0|1751496465630||1||
354|5|deposito|400.0|1751496540440||1||
355|5|aposta|501.31|1751497002233|Aposta arbitragem #64 - Casa 2|1||
356|37|aposta|1498.69|1751497002233|Aposta arbitragem #64 - Casa 1|1||
357|86|deposito|20.0|1751498700193||1||
358|87|deposito|10.0|1751498706107||1||
359|5|perda|20.83|1751510646901|Registro de perda #14|1||
360|70|saque|32.0|1751512397817||1||
361|50|saque|152.0|1751512411444||1||
362|67|saque|46.0|1751512427412||1||
363|61|saque|145.0|1751513180835||1||
364|34|saque|400.0|1751513349864||1||
365|79|deposito|507.0|1751517287651||1||
366|37|deposito|1510.0|1751517315075||1||
367|79|deposito|0.01|1751517423258||1||
368|79|aposta|507.0|1751517743187|Aposta arbitragem #65 - Casa 1|1||
369|37|aposta|1506.69|1751517743187|Aposta arbitragem #65 - Casa 2|1||
370|36|deposito|10.0|1751517973389||1||
371|36|aposta|5.0|1751518758603|Aposta arbitragem #66 - Casa 1|1||
372|85|aposta|13.37|1751518758603|Aposta arbitragem #66 - Casa 2|1||
373|36|aposta|5.0|1751518826960|Aposta arbitragem #67 - Casa 1|1||
374|85|aposta|16.02|1751518826960|Aposta arbitragem #67 - Casa 2|1||
375|9|aposta|33.84|1751519241909|Aposta arbitragem #68 - Casa 2|1||
376|86|aposta|10.0|1751519241909|Aposta arbitragem #68 - Casa 1|1||
377|44|premio|6.0|1751519817221|Prêmio de rodada grátis #54|1||
378|44|deposito|25.0|1751520068480||1||
379|5|deposito|25.0|1751520094144||1||
380|87|aposta|10.0|1751520659909|Aposta arbitragem #69 - Casa 1|1||
381|5|aposta|22.22|1751520659909|Aposta arbitragem #69 - Casa 2|1||
382|44|aposta|40.0|1751520659909|Aposta arbitragem #69 - Casa 3|1||
383|44|ganho|113.5|1751522585461|Registro de ganho #15|1||
384|44|saque|114.29|1751522608524||1||
386|40|saque|22.0|1751557354029||1||
387|29|saque|256.0|1751557885109||1||
388|40|premio|5.2|1751558392778|Prêmio de rodada grátis #55|1||
389|5|premio|2005.24|1751560964540|Prêmio arbitragem #64 (casa2)|1||
390|79|premio|2028.0|1751560977135|Prêmio arbitragem #65 (casa1)|1||
391|5|saque|1800.0|1751561506581||1||
392|88|deposito|1.0|1751562551132||1||
393|88|aposta|1.0|1751562582792|Aposta arbitragem #70 - Casa 1|1||
394|40|premio|54.2|1751563237403|Prêmio de rodada grátis #56|1||
395|40|saque|59.0|1751563251979||1||
396|40|premio|49.2|1751565044139|Prêmio de rodada grátis #57|1||
397|40|premio|7.5|1751566608298|Prêmio de rodada grátis #58|1||
398|40|saque|57.0|1751567931628||1||
399|5|perda|18.02|1751576219255|Registro de perda #15|1||
400|40|ganho|18.0|1751577269120|Registro de ganho #17|1||
401|13|premio|8.02|1751577537933|Prêmio de rodada grátis #59|1||
402|79|saque|1800.0|1751577594501||1||
403|40|ganho|14.7|1751581502917|Registro de ganho #18|1||
404|40|ganho|40.0|1751583860726|Registro de ganho #19|1||
405|40|ganho|8.79|1751584493291|Registro de ganho #20|1||
406|40|perda|11.0|1751585718917|Registro de perda #16|1||
407|9|deposito|471.0|1751588353624||1||
408|9|aposta|330.0|1751588660050|Aposta arbitragem #71 - Casa 2|1||
409|5|aposta|50.0|1751588660050|Aposta arbitragem #71 - Casa 1|1||
410|9|aposta|330.0|1751588809700|Aposta arbitragem #72 - Casa 2|1||
411|79|aposta|50.0|1751588809700|Aposta arbitragem #72 - Casa 1|1||
412|40|ganho|454.0|1751604832210|Registro de ganho #21|1||
413|40|saque|524.0|1751604882003||1||
414|12|premio|4.95|1751605588760|Prêmio de rodada grátis #60|1||
415|12|saque|4.95|1751605598647||1||
416|5|deposito|360.0|1751606500493||1||
417|37|deposito|2000.0|1751606582517||1||
418|40|deposito|100.0|1751609685003||1||
419|40|perda|100.0|1751610090997|Registro de perda #17|1||
420|37|aposta|524.15|1751638549971|Aposta arbitragem #73 - Casa 2|1||
421|5|aposta|157.5|1751638549971|Aposta arbitragem #73 - Casa 1|1||
422|9|deposito|100.0|1751645079983||1||
423|81|deposito|50.0|1751645188946||1||
424|5|saque|5.0|1751645542330||1||
425|37|aposta|487.01|1751645891257|Aposta arbitragem #74 - Casa 2|1||
426|5|aposta|300.0|1751645891257|Aposta arbitragem #74 - Casa 1|1||
429|79|deposito|450.0|1751645961679||1||
430|81|aposta|50.0|1751646039835|Aposta arbitragem #76 - Casa 1|1||
431|9|aposta|94.9|1751646039835|Aposta arbitragem #76 - Casa 2|1||
432|79|aposta|611.69|1751646473815|Aposta arbitragem #77 - Casa 1|1||
433|37|aposta|993.0|1751646473815|Aposta arbitragem #77 - Casa 2|1||
434|44|deposito|10.0|1751647258818||1||
435|44|aposta|8.89|1751647412619|Aposta arbitragem #78 - Casa 3|1||
436|29|aposta|10.0|1751647412619|Aposta arbitragem #78 - Casa 1|1||
437|5|aposta|16.88|1751647412619|Aposta arbitragem #78 - Casa 2|1||
438|45|premio|7.1|1751649997883|Prêmio de rodada grátis #61|1||
439|45|saque|7.1|1751650006705||1||
440|37|premio|787.49517|1751650212865|Prêmio arbitragem #74 (casa2)|1||
441|37|premio|1594.758|1751650218723|Prêmio arbitragem #77 (casa2)|1||
442|15|aposta|3.0|1751650859903|Aposta arbitragem #79 - Casa 1|1||
443|34|deposito|160.0|1751651306465||1||
444|82|deposito|50.0|1751651386375||1||
445|81|deposito|50.0|1751651609198||1||
446|34|aposta|170.0|1751651878896|Aposta arbitragem #80 - Casa 2|1||
447|81|aposta|50.0|1751651878896|Aposta arbitragem #80 - Casa 1|1||
448|34|deposito|170.0|1751651923364||1||
449|34|aposta|170.0|1751652294747|Aposta arbitragem #81 - Casa 2|1||
450|83|aposta|50.0|1751652294747|Aposta arbitragem #81 - Casa 1|1||
451|9|deposito|90.0|1751658930219||1||
452|37|saque|2000.0|1751659647289||1||
453|33|premio|6.1|1751660131444|Prêmio de rodada grátis #62|1||
454|28|ganho|3.0|1751661263164|Registro de ganho #22|1||
455|5|ganho|2.72|1751662047965|Registro de ganho #23|1||
456|37|premio|682.4433|1751662084725|Prêmio arbitragem #73 (casa2)|1||
457|5|saque|10.0|1751667555878||1||
458|34|premio|201.28|1751667624632|Prêmio arbitragem #81 (casa2)|1||
459|34|premio|202.47|1751667633242|Prêmio arbitragem #80 (casa2)|1||
460|9|premio|137.5101|1751667647845|Prêmio arbitragem #76 (casa2)|1||
461|36|premio|25.0|1751667951442|Prêmio arbitragem #66 (casa1)|1||
462|86|premio|50.0|1751667956475|Prêmio arbitragem #68 (casa1)|1||
463|18|ganho|17.0|1751668491712|Registro de ganho #24|1||
464|5|deposito|50.0|1751671768104||1||
465|16|deposito|45.0|1751673622053||1||
466|60|deposito|50.0|1751674088537||1||
467|61|deposito|50.0|1751674161036||1||
468|16|aposta|50.0|1751675312985|Aposta arbitragem #82 - Casa 1|1||
469|34|aposta|51.65|1751675312985|Aposta arbitragem #82 - Casa 2|1||
470|60|aposta|50.0|1751675344136|Aposta arbitragem #83 - Casa 1|1||
471|34|aposta|51.65|1751675344136|Aposta arbitragem #83 - Casa 2|1||
472|61|aposta|50.0|1751675374420|Aposta arbitragem #84 - Casa 1|1||
